"Periodo","Trimestre móvil cronológico","Poblacion total GEIH DANE","Poblacion en edad de trabajar","Fuerza de trabajo","Ocupados","Desocupados","Poblacion fuera de la fuerza laboral","Subocupados","Fuerza de trabajo potencial","Ocupados  asalariados","Ocupados no asalariados","Total informales DANE ","Porcentaje poblacion en edad de trabajar","Tasa global de participacion","Tasa de ocupacion","Tasa de desocupacion","Tasa de subocupados","Tasa ocupados asalariados","Tasa ocupados  no asalariados","Tasa fuerza potencial de trabajo","Tasa  de informalidad DANE ","COMPRAVENTAS","PIB a precios corrientes","PIB a precios constantes del 2015","Variación anual precios constantes 2015 ","Variacion trimestral precios constantes 2015","Variacion anual precios corrientes","Variacion trimestral precios corrientes","No CONTRIBUYENTES","VALOR APORTE VOLUNTARIO","Salario Mínimo","Variación vs año anterior","Casas (Variacion Anual)","Apartamentos (Variacion Anual)"
"2017","3.00","7322453.33","5875839.00","4228776.67","3828066.67","400710.33","1647062.33","359448.67","0.00","2474775.33","1353291.33","-","80.24","71.97","65.15","9.48","8.50","64.65","35.35","28.03","-","11053.00","19871.80","17904.16","0.46","0.30","2.24","0.59","849.00","44088333.33","737717.00","0.07","29.16","3.52"
"2017","3.00","7326613.33","5882135.67","4230600.00","3824139.00","406461.00","1651535.67","366260.33","0.00","2511251.67","1312887.33","-","80.28","71.92","65.01","9.61","8.66","65.67","34.33","28.08","-","10771.00","19871.80","17904.16","0.46","0.30","2.24","0.59","849.00","44088333.33","737717.00","0.07","29.16","3.52"
"2017","4.00","7331143.67","5888673.67","4201280.00","3802388.00","398892.00","1687393.67","343967.00","0.00","2483682.33","1318705.67","-","80.32","71.35","64.57","9.49","8.19","65.32","34.68","28.65","-","11237.00","20213.68","18080.14","0.62","0.33","2.18","0.57","849.00","44088333.33","737717.00","0.07","7.69","2.90"
"2017","4.00","7336243.33","5895661.00","4164331.00","3707730.00","456601.00","1731330.00","298200.00","0.00","2435537.67","1272192.33","-","80.36","70.63","62.89","10.96","7.16","65.69","34.31","29.37","-","11398.00","20213.68","18080.14","0.62","0.33","2.18","0.57","849.00","44088333.33","737717.00","0.07","7.69","2.90"
"2017","4.00","7341968.33","5903095.67","4146611.00","3659749.33","486861.33","1756484.67","271092.00","0.00","2373857.33","1285892.00","-","80.40","70.24","62.00","11.74","6.54","64.86","35.14","29.76","-","11534.00","20213.68","18080.14","0.62","0.33","2.18","0.57","849.00","44088333.33","737717.00","0.07","7.69","2.90"
"2018","1.00","7348228.33","5910834.33","4161092.33","3663993.33","497098.67","1749742.00","291315.33","0.00","2377706.33","1286287.00","-","80.44","70.40","61.99","11.95","7.00","64.89","35.11","29.60","-","8301.00","20792.69","18267.64","0.95","0.35","2.55","0.95","670.83","36801250.00","781242.00","0.06","","5.32"
"2018","1.00","7355287.33","5919132.00","4192208.00","3741260.33","450947.33","1726924.00","337728.67","0.00","2413093.00","1328167.33","-","80.47","70.82","63.21","10.76","8.06","64.50","35.50","29.18","-","10883.00","20792.69","18267.64","0.95","0.35","2.55","0.95","670.83","36801250.00","781242.00","0.06","","5.32"
"2018","1.00","7363140.00","5927943.00","4262856.00","3824749.00","438106.67","1665087.00","354062.00","0.00","2474148.00","1350601.00","-","80.51","71.91","64.52","10.28","8.31","64.69","35.31","28.09","-","7483.00","20792.69","18267.64","0.95","0.35","2.55","0.95","670.83","36801250.00","781242.00","0.06","","5.32"
"2018","2.00","7372219.67","5937714.67","4238089.67","3783450.00","454639.33","1699625.00","366976.33","0.00","2476352.00","1307098.00","-","80.54","71.38","63.72","10.73","8.66","65.45","34.55","28.62","-","9916.00","20876.92","18367.32","1.17","0.18","2.30","0.14","670.83","36801250.00","781242.00","0.06","","8.10"
"2018","2.00","7382281.00","5948122.33","4305135.33","3845118.67","460016.00","1642987.00","377961.67","0.00","2507322.00","1337796.67","-","80.57","72.38","64.64","10.69","8.78","65.21","34.79","27.62","-","8889.00","20876.92","18367.32","1.17","0.18","2.30","0.14","670.83","36801250.00","781242.00","0.06","","8.10"
"2018","2.00","7393594.67","5959425.00","4239730.67","3799010.33","440720.00","1719694.33","358362.00","0.00","2424951.67","1374058.67","-","80.60","71.14","63.75","10.39","8.45","63.83","36.17","28.86","-","8741.00","20876.92","18367.32","1.17","0.18","2.30","0.14","670.83","36801250.00","781242.00","0.06","","8.10"
"2018","3.00","7406041.33","5971499.00","4299251.00","3887321.33","411929.33","1672248.00","345715.33","0.00","2452077.67","1435243.67","-","80.63","72.00","65.10","9.58","8.04","63.08","36.92","28.00","-","9172.00","21277.22","18536.37","1.18","0.31","2.36","0.64","670.83","36801250.00","781242.00","0.06","","8.31"
"2018","3.00","7419471.33","5984239.00","4249226.67","3836525.33","412701.33","1735012.33","334948.33","0.00","2406947.33","1429578.00","-","80.66","71.01","64.11","9.71","7.88","62.74","37.26","28.99","-","9908.00","21277.22","18536.37","1.18","0.31","2.36","0.64","670.83","36801250.00","781242.00","0.06","","8.31"
"2018","3.00","7433762.33","5997557.33","4265560.67","3850152.67","415408.00","1731996.67","344710.67","0.00","2427768.00","1422384.67","-","80.68","71.12","64.20","9.74","8.08","63.06","36.94","28.88","-","9760.00","21277.22","18536.37","1.18","0.31","2.36","0.64","670.83","36801250.00","781242.00","0.06","","8.31"
"2018","4.00","7448582.33","6011185.33","4262460.33","3828622.00","433838.67","1748725.00","377974.00","0.00","2421688.00","1406934.00","-","80.70","70.91","63.69","10.18","8.87","63.25","36.75","29.09","-","11337.00","21700.18","18712.67","1.17","0.32","2.45","0.66","670.83","36801250.00","781242.00","0.06","21.53","9.32"
"2018","4.00","7464099.33","6025311.67","4281058.67","3793998.33","487060.67","1744253.00","422464.33","0.00","2423660.00","1370338.33","-","80.72","71.05","62.97","11.38","9.87","63.88","36.12","28.95","-","9942.00","21700.18","18712.67","1.17","0.32","2.45","0.66","670.83","36801250.00","781242.00","0.06","21.53","9.32"
"2018","4.00","7480002.00","6039682.00","4317513.67","3767883.00","549631.00","1722168.33","475686.67","0.00","2437027.00","1330856.00","-","80.74","71.49","62.39","12.73","11.02","64.68","35.32","28.51","-","11174.00","21700.18","18712.67","1.17","0.32","2.45","0.66","670.83","36801250.00","781242.00","0.06","21.53","9.32"
"2019","1.00","7495773.00","6053865.67","4330936.00","3755867.33","575069.00","1722929.67","493747.67","0.00","2436331.00","1319536.33","-","80.76","71.54","62.04","13.28","11.40","64.87","35.13","28.46","-","7817.00","22092.62","18718.11","0.82","0.01","2.08","0.60","","","828116.00","0.06","4.75","10.92"
"2019","1.00","7511618.00","6068073.67","4311694.33","3797038.67","514656.00","1756379.33","459152.00","0.00","2430743.00","1366295.67","-","80.78","71.06","62.57","11.94","10.65","64.02","35.98","28.94","-","9210.00","22092.62","18718.11","0.82","0.01","2.08","0.60","","","828116.00","0.06","4.75","10.92"
"2019","1.00","7527208.33","6082041.67","4325214.67","3848622.33","476592.67","1756827.00","447476.00","0.00","2430156.00","1418466.33","-","80.80","71.11","63.28","11.02","10.35","63.14","36.86","28.89","-","8114.00","22092.62","18718.11","0.82","0.01","2.08","0.60","","","828116.00","0.06","4.75","10.92"
"2019","2.00","7543092.67","6096291.33","4332236.33","3887177.33","445058.67","1764055.00","445104.00","0.00","2423043.67","1464133.67","-","80.82","71.06","63.76","10.27","10.27","62.33","37.67","28.94","-","8212.00","22595.95","19040.04","1.22","0.57","2.74","0.76","","","828116.00","0.06","5.12","9.91"
"2019","2.00","7558423.33","6110090.33","4394425.67","3939225.33","455200.00","1715664.67","454206.67","0.00","2454427.33","1484798.00","-","80.84","71.92","64.47","10.36","10.34","62.31","37.69","28.08","-","8396.00","22595.95","19040.04","1.22","0.57","2.74","0.76","","","828116.00","0.06","5.12","9.91"
"2019","2.00","7573418.67","6123659.00","4341724.33","3891684.33","450039.67","1781934.67","454324.33","0.00","2448526.33","1443158.00","-","80.86","70.90","63.55","10.37","10.46","62.92","37.08","29.10","-","6838.00","22595.95","19040.04","1.22","0.57","2.74","0.76","","","828116.00","0.06","5.12","9.91"
"2019","3.00","7587848.33","6136802.00","4326218.67","3885767.67","440451.33","1810583.33","438161.00","0.00","2465038.67","1420729.00","-","80.88","70.50","63.32","10.18","10.13","63.44","36.56","29.50","-","9579.00","22945.42","19251.78","1.29","0.37","2.61","0.52","","","828116.00","0.06","6.98","8.19"
"2019","3.00","7601746.00","6149547.33","4313199.67","3880023.67","433176.33","1836347.67","446055.33","0.00","2470375.00","1409648.67","-","80.90","70.14","63.09","10.04","10.34","63.67","36.33","29.86","-","9651.00","22945.42","19251.78","1.29","0.37","2.61","0.52","","","828116.00","0.06","6.98","8.19"
"2019","3.00","7615144.33","6161918.00","4376681.67","3957178.00","419504.33","1785236.33","444940.33","0.00","2499318.00","1457860.00","-","80.92","71.03","64.22","9.58","10.17","63.16","36.84","28.97","-","10462.00","22945.42","19251.78","1.29","0.37","2.61","0.52","","","828116.00","0.06","6.98","8.19"
"2019","4.00","7627963.00","6173829.00","4377447.00","3951095.67","426351.67","1796382.00","433478.33","0.00","2493892.67","1457203.00","-","80.94","70.90","64.00","9.74","9.90","63.12","36.88","29.10","-","9221.00","23540.80","19427.99","1.27","0.31","2.83","0.86","","","828116.00","0.06","6.40","7.42"
"2019","4.00","7640536.33","6185581.00","4374964.67","3906552.67","468412.33","1810616.33","452691.33","0.00","2481882.67","1424670.00","-","80.96","70.73","63.16","10.71","10.35","63.53","36.47","29.27","-","7188.00","23540.80","19427.99","1.27","0.31","2.83","0.86","","","828116.00","0.06","6.40","7.42"
"2019","4.00","7652769.33","6197078.67","4359455.00","3876992.33","482462.67","1837623.67","462458.33","0.00","2455730.67","1421261.67","-","80.98","70.35","62.56","11.07","10.61","63.34","36.66","29.65","-","10383.00","23540.80","19427.99","1.27","0.31","2.83","0.86","","","828116.00","0.06","6.40","7.42"
"2020","1.00","7664598.67","6208248.67","4235697.33","3722527.67","513169.67","1972551.33","0.00","0.00","2363800.67","1358727.00","-","81.00","68.23","59.96","12.12","0.00","63.50","36.50","31.77","-","5501.00","23182.63","18916.95","0.35","-0.88","1.64","-0.51","","","877803.00","0.06","","4.91"
"2020","1.00","7676194.33","6219243.33","3926183.67","3341428.33","584755.33","2293059.67","0.00","0.00","2126000.00","1215428.33","-","81.02","63.13","53.73","14.89","0.00","63.63","36.37","36.87","-","9148.00","23182.63","18916.95","0.35","-0.88","1.64","-0.51","","","877803.00","0.06","","4.91"
"2020","1.00","7687486.33","6229985.33","3796068.00","3051765.00","744303.00","2433917.33","0.00","0.00","1939866.00","1111899.00","-","81.04","60.93","48.99","19.61","0.00","63.57","36.43","39.07","-","3958.00","23182.63","18916.95","0.35","-0.88","1.64","-0.51","","","877803.00","0.06","","4.91"
"2020","2.00","7698904.67","6240873.00","3801295.67","2889405.67","911890.00","2439577.33","0.00","0.00","1859588.00","1029817.67","-","81.06","60.91","46.30","23.99","0.00","64.36","35.64","39.09","-","3898.00","19182.72","15968.48","-5.38","-5.20","-5.04","-5.75","","","877803.00","0.06","","3.98"
"2020","2.00","7709579.00","6251219.67","4034014.00","3003711.67","1030302.33","2217205.67","0.00","0.00","1889917.33","1113794.33","-","81.08","64.53","48.05","25.54","0.00","62.92","37.08","35.47","-","4965.00","19182.72","15968.48","-5.38","-5.20","-5.04","-5.75","","","877803.00","0.06","","3.98"
"2020","2.00","7719216.00","6260900.67","4104262.33","3101628.33","1002634.33","2156638.33","0.00","0.00","1980083.67","1121544.67","-","81.11","65.55","49.54","24.43","0.00","63.84","36.16","34.45","-","5478.00","19182.72","15968.48","-5.38","-5.20","-5.04","-5.75","","","877803.00","0.06","","3.98"
"2020","3.00","7727706.33","6269807.00","4202484.00","3266421.33","936063.00","2067323.00","0.00","0.00","2024385.00","1242036.33","-","81.13","67.03","52.10","22.27","0.00","61.98","38.02","32.97","-","4904.00","21252.69","17762.93","-2.58","3.75","-2.46","3.60","","","877803.00","0.06","","5.32"
"2020","3.00","7735624.00","6278322.00","4275438.67","3454346.33","821092.67","2002883.33","466198.00","0.00","2137369.67","1316976.67","-","81.16","68.10","55.02","19.20","10.90","61.87","38.13","31.90","-","4061.00","21252.69","17762.93","-2.58","3.75","-2.46","3.60","","","877803.00","0.06","","5.32"
"2020","3.00","7743488.67","6286790.00","4340387.67","3589980.00","750408.00","1946402.33","494362.33","0.00","2186162.67","1403817.33","-","81.19","69.04","57.10","17.29","11.39","60.90","39.10","30.96","-","7004.00","21252.69","17762.93","-2.58","3.75","-2.46","3.60","","","877803.00","0.06","","5.32"
"2020","4.00","7751195.67","6295102.33","4348332.33","3640401.00","707931.67","1946770.00","497930.67","0.00","2218045.00","1422356.00","-","81.21","69.07","57.83","16.28","11.45","60.93","39.07","30.93","-","4320.00","22952.08","18691.97","-1.26","1.74","-0.83","2.67","","","877803.00","0.06","","2.13"
"2020","4.00","7758892.00","6303422.67","4326192.00","3565944.67","760247.67","1977230.67","427429.00","0.00","2239315.87","1326628.79","-","81.24","68.63","56.57","17.57","9.88","62.80","37.20","31.37","-","7969.00","22952.08","18691.97","-1.26","1.74","-0.83","2.67","","","877803.00","0.06","","2.13"
"2020","4.00","7766470.33","6311639.00","4352991.67","3509000.67","843991.00","1958647.33","397196.00","0.00","2267120.41","1241880.26","-","81.27","68.97","55.60","19.39","9.12","64.61","35.39","31.03","-","4983.00","22952.08","18691.97","-1.26","1.74","-0.83","2.67","","","877803.00","0.06","","2.13"
"2021","1.00","7773758.00","6319566.67","4372203.33","3500155.00","872048.33","1947363.33","363428.00","335826.67","2356482.98","1143672.02","1266858.05","81.29","69.19","55.39","19.95","8.31","67.33","32.67","30.81","36.19","9692.00","23894.90","19230.79","0.55","0.96","1.02","1.37","","","908526.00","0.04","","2.21"
"2021","1.00","7780889.33","6327356.33","4397040.33","3570386.33","826654.00","1930316.00","335723.67","292967.33","2416576.74","1153809.59","1322726.00","81.32","69.49","56.43","18.80","7.64","67.68","32.32","30.51","37.05","11814.00","23894.90","19230.79","0.55","0.96","1.02","1.37","","","908526.00","0.04","","2.21"
"2021","1.00","7787770.00","6334908.67","4337188.33","3572184.00","765004.33","1997720.33","317823.67","283334.33","2448653.23","1123530.77","1302523.59","81.34","68.46","56.39","17.64","7.33","68.55","31.45","31.54","36.46","10344.00","23894.90","19230.79","0.55","0.96","1.02","1.37","","","908526.00","0.04","","2.21"
"2021","2.00","7794688.67","6342544.67","4312654.00","3551105.33","761548.67","2029890.67","306934.00","256354.00","2417760.91","1133344.42","1318964.99","81.37","68.00","55.99","17.66","7.12","68.08","31.92","32.00","37.14","7097.00","23650.76","18870.34","6.06","-0.62","7.76","-0.34","","","908526.00","0.04","","3.49"
"2021","2.00","7801315.00","6349907.67","4268460.33","3552991.33","715469.00","2081447.33","306899.33","239383.67","2338110.75","1214880.59","1294806.95","81.40","67.22","55.95","16.76","7.19","65.81","34.19","32.78","36.44","8668.00","23650.76","18870.34","6.06","-0.62","7.76","-0.34","","","908526.00","0.04","","3.49"
"2021","2.00","7807783.33","6357148.00","4293425.33","3615208.00","678217.33","2063722.67","313488.00","205484.00","2271988.09","1343219.91","1341506.15","81.42","67.54","56.87","15.80","7.30","62.85","37.15","32.46","37.11","9730.00","23650.76","18870.34","6.06","-0.62","7.76","-0.34","","","908526.00","0.04","","3.49"
"2021","3.00","7814018.00","6364181.67","4288166.67","3689029.33","599137.33","2076015.00","301490.00","194628.67","2292381.26","1396648.08","1326252.53","81.45","67.38","57.97","13.97","7.03","62.14","37.86","32.62","35.95","9695.00","25676.17","20254.50","4.68","2.45","6.94","2.85","","","908526.00","0.04","","4.85"
"2021","3.00","7820046.67","6371031.00","4269999.00","3695382.33","574616.67","2101032.00","275346.33","198467.00","2318160.06","1377222.27","1336109.83","81.47","67.02","58.00","13.46","6.45","62.73","37.27","32.98","36.16","10858.00","25676.17","20254.50","4.68","2.45","6.94","2.85","","","908526.00","0.04","","4.85"
"2021","3.00","7825884.33","6377707.33","4236861.00","3684633.67","552227.33","2140846.33","231718.33","206572.67","2329075.13","1355558.54","1272677.15","81.50","66.43","57.77","13.03","5.47","63.21","36.79","33.57","34.54","10392.00","25676.17","20254.50","4.68","2.45","6.94","2.85","","","908526.00","0.04","","4.85"
"2021","4.00","7831500.00","6384164.67","4183361.33","3643372.67","539988.33","2200803.33","199427.33","217302.00","2330539.92","1312832.75","1261150.03","81.52","65.53","57.07","12.91","4.77","63.97","36.03","34.47","34.61","9646.00","27275.26","21010.56","4.13","1.24","6.28","2.08","","","908526.00","0.04","","8.67"
"2021","4.00","7837040.67","6390563.67","4230061.00","3642759.33","587301.00","2160502.67","175023.00","206377.33","2404703.43","1238055.91","1193350.27","81.54","66.19","57.00","13.88","4.14","66.01","33.99","33.81","32.76","10476.00","27275.26","21010.56","4.13","1.24","6.28","2.08","","","908526.00","0.04","","8.67"
"2021","4.00","7842471.67","6396854.67","4264661.67","3659342.33","605318.67","2132193.00","210970.00","232997.33","2504673.24","1154669.09","1209097.00","81.57","66.67","57.21","14.19","4.95","68.45","31.55","33.33","33.04","11056.00","27275.26","21010.56","4.13","1.24","6.28","2.08","","","908526.00","0.04","","8.67"
"2022","1.00","7847707.67","6402928.67","4334449.67","3701409.67","633039.67","2068479.00","229230.00","236858.00","2545898.17","1155511.50","1253049.76","81.59","67.69","57.81","14.60","5.29","68.78","31.22","32.31","33.85","8620.00","28482.65","21364.36","3.70","0.56","6.40","1.48","","","1000000.00","0.10","","9.19"
"2022","1.00","7852885.33","6408935.67","4328899.00","3783731.67","545167.00","2080036.67","241871.33","248400.00","2598116.44","1185615.23","1331527.09","81.61","67.54","59.04","12.59","5.59","68.67","31.33","32.46","35.19","10732.00","28482.65","21364.36","3.70","0.56","6.40","1.48","","","1000000.00","0.10","","9.19"
"2022","1.00","7857974.00","6414831.67","4315602.00","3819123.33","496478.67","2099229.67","201996.67","218918.00","2572240.63","1246882.70","1370626.77","81.63","67.28","59.54","11.50","4.68","67.35","32.65","32.72","35.89","11498.00","28482.65","21364.36","3.70","0.56","6.40","1.48","","","1000000.00","0.10","","9.19"
"2022","2.00","7863228.00","6420902.33","4296498.33","3818291.00","478207.33","2124404.00","216136.00","193605.67","2539254.29","1279036.71","1350118.82","81.66","66.91","59.47","11.13","5.03","66.50","33.50","33.09","35.36","9713.00","29542.08","21753.50","5.09","0.61","8.30","1.24","","","1000000.00","0.10","","9.64"
"2022","2.00","7868443.00","6426901.33","4259608.00","3783140.00","476468.33","2167293.33","217165.33","170630.00","2488997.32","1294142.68","1350196.02","81.68","66.28","58.86","11.19","5.10","65.79","34.21","33.72","35.69","11520.00","29542.08","21753.50","5.09","0.61","8.30","1.24","","","1000000.00","0.10","","9.64"
"2022","2.00","7873752.67","6432977.67","4242449.00","3767344.67","475104.33","2190528.67","242802.00","191051.67","2535364.75","1231979.92","1290675.04","81.70","65.95","58.56","11.20","5.72","67.30","32.70","34.05","34.26","11008.00","29542.08","21753.50","5.09","0.61","8.30","1.24","","","1000000.00","0.10","","9.64"
"2022","3.00","7879110.33","6439075.67","4280243.67","3849102.67","431141.00","2158832.00","264013.33","203412.33","2571360.49","1277742.17","1360847.69","81.72","66.47","59.78","10.07","6.17","66.80","33.20","33.53","35.35","10559.00","30344.76","22009.05","2.89","0.39","6.06","0.91","","","1000000.00","0.10","","8.33"
"2022","3.00","7884515.67","6445201.00","4292863.33","3881889.67","410973.67","2152337.67","283981.00","216237.67","2607302.12","1274587.55","1381860.03","81.75","66.61","60.23","9.57","6.62","67.17","32.83","33.39","35.60","12759.00","30344.76","22009.05","2.89","0.39","6.06","0.91","","","1000000.00","0.10","","8.33"
"2022","3.00","7889963.33","6451353.67","4328229.00","3933267.33","394961.67","2123124.67","293973.67","211266.00","2637999.69","1295267.65","1396648.53","81.77","67.09","60.97","9.13","6.79","67.07","32.93","32.91","35.51","12191.00","30344.76","22009.05","2.89","0.39","6.06","0.91","","","1000000.00","0.10","","8.33"
"2022","4.00","7895386.33","6457466.67","4304413.67","3881182.67","423231.00","2153053.00","282102.67","226597.00","2654123.88","1227058.79","1284584.52","81.79","66.66","60.10","9.83","6.55","68.38","31.62","33.34","33.10","11085.00","30716.71","21802.82","1.26","-0.31","4.21","0.41","","","1000000.00","0.10","","9.12"
"2022","4.00","7900897.00","6463675.33","4352237.33","3829065.33","523172.00","2111438.00","279912.67","251080.67","2649526.91","1179538.42","1213613.98","81.81","67.33","59.24","12.02","6.43","69.20","30.80","32.67","31.69","10819.00","30716.71","21802.82","1.26","-0.31","4.21","0.41","","","1000000.00","0.10","","9.12"
"2022","4.00","7906431.00","6469913.67","4361246.67","3798227.67","563019.00","2108667.00","294308.33","242646.33","2577025.94","1221201.73","1244124.92","81.83","67.41","58.71","12.91","6.75","67.85","32.15","32.59","32.76","12964.00","30716.71","21802.82","1.26","-0.31","4.21","0.41","","","1000000.00","0.10","","9.12"
"2023","1.00","7911861.33","6476046.00","4423288.33","3867894.00","555394.00","2052757.67","292487.33","216821.00","2627386.40","1240507.60","1290156.94","81.85","68.30","59.73","12.56","6.61","67.93","32.07","31.70","33.36","6385.00","32028.90","22032.58","1.04","0.35","4.15","1.42","","","1160000.00","0.16","","8.74"
"2023","1.00","7917302.33","6482207.67","4423998.67","3949327.33","474671.00","2058209.00","317738.67","202516.33","2629679.75","1319647.58","1310519.11","81.87","68.25","60.93","10.73","7.18","66.59","33.41","31.75","33.18","10228.00","32028.90","22032.58","1.04","0.35","4.15","1.42","","","1160000.00","0.16","","8.74"
"2023","1.00","7922687.33","6488332.00","4451764.33","3972327.33","479436.67","2036567.67","301826.67","206599.33","2697175.62","1275151.71","1302816.83","81.90","68.61","61.22","10.77","6.78","67.90","32.10","31.39","32.80","9490.00","32028.90","22032.58","1.04","0.35","4.15","1.42","","","1160000.00","0.16","","8.74"
"2023","2.00","","","","","","","","","","","","","","","","","","","","","7616.00","32028.90","22032.58","1.04","0.35","4.15","1.42","","","1160000.00","0.16","",""
"2023","2.00","","","","","","","","","","","","","","","","","","","","","9350.00","32028.90","22032.58","1.04","0.35","4.15","1.42","","","1160000.00","0.16","",""
"2023","2.00","","","","","","","","","","","","","","","","","","","","","750.00","32028.90","22032.58","1.04","0.35","4.15","1.42","","","1160000.00","0.16","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
